Id,ActivityDate,ActivityDay,TotalSteps,TotalDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1624580081,5/11/2016,Wed,3134,1.27,0,0,112,1328,1359
1624580081,5/12/2016,Thu,2971,1.2,0,0,107,890,1002
1644430081,4/12/2016,Tue,10694,4.83,2,51,256,1131,3199
1644430081,4/13/2016,Wed,8001,3.62,30,16,135,1259,2902
1644430081,4/14/2016,Thu,11037,4.98,5,58,252,1125,3226
1644430081,4/15/2016,Fri,5263,2.38,3,4,170,1263,2750
1644430081,4/16/2016,Sat,15300,6.91,51,42,212,1135,3493
1644430081,4/17/2016,Sun,8757,3.96,29,13,186,1212,3011
1644430081,4/18/2016,Mon,7132,3.22,15,33,121,1271,2806
1644430081,4/19/2016,Tue,11256,5.08,5,58,278,1099,3300
1644430081,4/20/2016,Wed,2436,1.1,0,0,125,1315,2430
1644430081,4/21/2016,Thu,1223,0.55,0,0,38,1402,2140
1644430081,4/22/2016,Fri,3673,1.66,0,0,86,1354,2344
1644430081,4/23/2016,Sat,6637,3.0,0,15,160,1265,2677
1644430081,4/24/2016,Sun,3321,1.5,0,0,89,1351,2413
1644430081,4/25/2016,Mon,3580,1.62,8,1,94,1337,2497
1644430081,4/26/2016,Tue,9919,4.48,11,41,223,1165,3123
1644430081,4/27/2016,Wed,3032,1.37,0,0,118,1322,2489
1644430081,4/28/2016,Thu,9405,4.25,3,53,227,1157,3108
1644430081,4/29/2016,Fri,3176,1.44,0,0,120,1193,2498
1644430081,4/30/2016,Sat,18213,8.23,9,71,402,816,3846
1644430081,5/1/2016,Sun,6132,2.77,3,24,146,908,2696
1644430081,5/2/2016,Mon,3758,1.7,1,7,148,682,2580
1644430081,5/3/2016,Tue,12850,5.8,10,94,221,1115,3324
1644430081,5/4/2016,Wed,2309,1.04,0,0,52,1388,2222
1644430081,5/5/2016,Thu,4363,1.98,6,12,81,1341,2463
1644430081,5/6/2016,Fri,9787,4.42,11,6,369,1054,3328
1644430081,5/7/2016,Sat,13372,6.04,41,17,243,1139,3404
1644430081,5/8/2016,Sun,6724,3.04,0,0,295,991,2987
1644430081,5/9/2016,Mon,6643,3.0,32,6,303,1099,3008
1644430081,5/10/2016,Tue,9167,4.14,12,19,155,1254,2799
1644430081,5/11/2016,Wed,1329,0.6,0,0,49,713,1276
1844505072,4/12/2016,Tue,6697,2.75,0,0,339,1101,2030
1844505072,4/13/2016,Wed,4929,2.03,0,0,248,1192,1860
1844505072,4/14/2016,Thu,7937,3.26,0,0,373,843,2130
1844505072,4/15/2016,Fri,3844,1.58,0,0,176,527,1725
1844505072,4/16/2016,Sat,3414,1.4,0,0,147,1293,1657
1844505072,4/17/2016,Sun,4525,1.86,2,8,199,1231,1793
1844505072,4/18/2016,Mon,4597,1.89,0,12,217,1211,1814
1844505072,4/21/2016,Thu,8054,3.31,2,13,308,1117,2062
1844505072,4/22/2016,Fri,5372,2.21,0,0,220,1220,1827
1844505072,4/23/2016,Sat,3570,1.47,0,0,139,1301,1645
1844505072,4/28/2016,Thu,6907,2.84,0,0,302,1138,1992
1844505072,4/29/2016,Fri,4920,2.02,0,0,247,1082,1856
1844505072,4/30/2016,Sat,4014,1.66,0,0,184,218,1763
1844505072,5/1/2016,Sun,2573,1.06,0,7,75,585,1541
1844505072,5/3/2016,Tue,4059,1.67,0,0,184,1256,1742
1844505072,5/4/2016,Wed,2080,0.85,0,0,87,1353,1549
1844505072,5/5/2016,Thu,2237,0.92,0,0,120,1320,1589
1927972279,4/12/2016,Tue,678,0.29,0,0,55,734,2220
1927972279,4/14/2016,Thu,2163,0.93,0,9,88,1292,2383
1927972279,4/15/2016,Fri,980,0.42,0,0,51,941,2221
1927972279,4/23/2016,Sat,2945,1.27,0,0,145,1295,2499
1927972279,4/24/2016,Sun,2090,0.9,1,6,75,1358,2324
1927972279,4/26/2016,Tue,3761,1.62,0,0,192,1058,2638
1927972279,4/28/2016,Thu,1675,0.72,0,0,95,1167,2351
1927972279,5/1/2016,Sun,2704,1.16,14,1,70,1355,2411
1927972279,5/2/2016,Mon,3790,1.63,16,8,94,1322,2505
1927972279,5/3/2016,Tue,1326,0.57,10,0,17,1413,2195
1927972279,5/4/2016,Wed,1786,0.77,0,0,87,1353,2338
1927972279,5/6/2016,Fri,2091,0.9,0,0,108,1332,2383
1927972279,5/7/2016,Sat,1510,0.65,0,0,48,1392,2229
2022484408,4/12/2016,Tue,11875,5.18,42,14,227,1157,2390
2022484408,4/13/2016,Wed,12024,5.28,43,5,292,1100,2601
2022484408,4/14/2016,Thu,10690,4.66,32,3,257,1148,2312
2022484408,4/15/2016,Fri,11034,4.99,27,9,282,1122,2525
2022484408,4/16/2016,Sat,10100,4.41,41,11,151,1237,2177
2022484408,4/17/2016,Sun,15112,7.08,28,29,331,1052,2782
2022484408,4/18/2016,Mon,14131,6.26,48,3,311,1078,2770
2022484408,4/19/2016,Tue,11548,5.3,31,7,250,1152,2489
2022484408,4/20/2016,Wed,15112,6.63,48,63,276,1053,2897
2022484408,4/21/2016,Thu,12453,5.43,104,53,255,1028,3158
2022484408,4/22/2016,Fri,12954,5.8,52,10,273,1105,2638
2022484408,4/23/2016,Sat,6001,2.62,0,0,249,1191,2069
2022484408,4/24/2016,Sun,13481,6.39,37,26,216,1161,2529
2022484408,4/25/2016,Mon,11369,4.98,44,8,217,1171,2470
2022484408,4/26/2016,Tue,10119,4.47,55,24,275,1086,2793
2022484408,4/27/2016,Wed,10159,4.43,19,20,282,1119,2463
2022484408,4/28/2016,Thu,10140,4.42,6,20,291,1123,2296
2022484408,4/29/2016,Fri,10245,4.47,21,40,281,1098,2611
2022484408,4/30/2016,Sat,18387,8.02,13,23,361,1043,2732
2022484408,5/1/2016,Sun,10538,4.6,25,28,245,1142,2380
2022484408,5/2/2016,Mon,10379,4.53,36,8,277,1119,2473
2022484408,5/3/2016,Tue,12183,5.43,72,14,250,1104,2752
2022484408,5/4/2016,Wed,11768,5.15,36,27,272,1105,2649
2022484408,5/5/2016,Thu,11895,5.19,55,20,253,1112,2609
2022484408,5/6/2016,Fri,10227,4.46,24,17,295,1104,2498
2022484408,5/7/2016,Sat,6708,2.93,20,2,149,1269,1995
2022484408,5/8/2016,Sun,3292,1.44,0,0,135,1305,1848
2022484408,5/9/2016,Mon,13379,5.83,35,47,297,1061,2709
2022484408,5/10/2016,Tue,12798,5.58,57,28,271,1084,2797
2022484408,5/11/2016,Wed,13272,5.79,58,25,224,1133,2544
2022484408,5/12/2016,Thu,9117,3.98,16,16,236,728,1853
2026352035,4/12/2016,Tue,4414,1.7,3,8,181,706,1459
2026352035,4/13/2016,Wed,4993,1.93,0,0,238,663,1521
2026352035,4/14/2016,Thu,3335,1.29,0,0,197,653,1431
2026352035,4/15/2016,Fri,3821,1.47,0,0,188,687,1444
2026352035,4/16/2016,Sat,2547,0.98,0,0,150,728,1373
2026352035,4/17/2016,Sun,838,0.32,0,0,60,1053,1214
2026352035,4/18/2016,Mon,3325,1.28,0,0,182,1062,1419
2026352035,4/19/2016,Tue,2424,0.93,0,0,141,785,1356
2026352035,4/20/2016,Wed,7222,2.78,0,0,327,623,1667
2026352035,4/21/2016,Thu,2467,0.95,0,0,153,749,1370
2026352035,4/22/2016,Fri,2915,1.12,0,0,162,712,1399
2026352035,4/23/2016,Sat,12357,4.79,0,0,432,458,1916
2026352035,4/24/2016,Sun,3490,1.34,0,0,164,704,1401
2026352035,4/25/2016,Mon,6017,2.32,0,0,260,821,1576
2026352035,4/26/2016,Tue,5933,2.29,0,0,288,1018,1595
2026352035,4/27/2016,Wed,6088,2.34,0,0,286,586,1593
2026352035,4/28/2016,Thu,6375,2.45,0,0,331,626,1649
2026352035,4/29/2016,Fri,7604,2.93,0,0,352,492,1692
2026352035,4/30/2016,Sat,4729,1.82,0,0,233,594,1506
2026352035,5/1/2016,Sun,3609,1.42,0,0,191,716,1447
2026352035,5/2/2016,Mon,7018,2.7,0,0,355,716,1690
2026352035,5/3/2016,Tue,5992,2.31,0,0,304,981,1604
2026352035,5/4/2016,Wed,6564,2.53,0,0,345,530,1658
2026352035,5/5/2016,Thu,12167,4.69,0,0,475,479,1926
2026352035,5/6/2016,Fri,8198,3.16,0,0,383,511,1736
2026352035,5/7/2016,Sat,4193,1.62,0,0,229,665,1491
2026352035,5/8/2016,Sun,5528,2.14,0,0,258,610,1555
2026352035,5/9/2016,Mon,10685,4.11,0,0,401,543,1869
2026352035,5/11/2016,Wed,8580,3.31,0,0,330,569,1698
2026352035,5/12/2016,Thu,8891,3.42,0,0,343,330,1364
2320127002,4/12/2016,Tue,10725,4.65,13,9,306,1112,2124
2320127002,4/13/2016,Wed,7275,3.04,0,0,335,1105,2003
2320127002,4/14/2016,Thu,3973,1.67,0,0,191,1249,1696
2320127002,4/15/2016,Fri,5205,2.18,0,0,245,1195,1801
2320127002,4/16/2016,Sat,5057,2.12,0,0,195,1245,1724
2320127002,4/17/2016,Sun,6198,2.6,0,0,249,1191,1852
2320127002,4/18/2016,Mon,6559,2.75,0,7,260,1173,1905
2320127002,4/19/2016,Tue,5997,2.51,0,11,228,1201,1811
2320127002,4/20/2016,Wed,7192,3.01,0,11,283,1146,1922
2320127002,4/21/2016,Thu,3404,1.42,1,10,127,1302,1610
2320127002,4/22/2016,Fri,5583,2.34,0,0,266,1174,1851
2320127002,4/23/2016,Sat,5079,2.13,0,0,242,1129,1804
2320127002,4/24/2016,Sun,4165,1.75,0,0,204,1236,1725
2320127002,4/25/2016,Mon,3588,1.5,3,5,152,1280,1654
2320127002,4/26/2016,Tue,3409,1.43,0,0,147,1293,1632
2320127002,4/27/2016,Wed,1715,0.72,0,0,82,1358,1481
2320127002,4/28/2016,Thu,1532,0.64,0,0,76,1364,1473
2320127002,4/29/2016,Fri,924,0.39,0,0,45,1395,1410
2320127002,4/30/2016,Sat,4571,1.91,0,0,234,1206,1779
2320127002,5/1/2016,Sun,772,0.32,0,0,40,1400,1403
2320127002,5/2/2016,Mon,3634,1.52,5,6,123,1306,1613
2320127002,5/3/2016,Tue,7443,3.12,20,10,206,1204,1878
2320127002,5/4/2016,Wed,1201,0.5,0,0,52,1388,1426
2320127002,5/5/2016,Thu,5202,2.18,0,11,223,1206,1780
2320127002,5/6/2016,Fri,4878,2.04,0,0,204,1236,1742
2320127002,5/7/2016,Sat,7379,3.09,0,0,319,1121,1972
2320127002,5/8/2016,Sun,5161,2.16,0,0,247,1193,1821
2320127002,5/9/2016,Mon,3090,1.29,0,0,145,1295,1630
2320127002,5/10/2016,Tue,6227,2.61,0,0,290,1150,1899
2320127002,5/11/2016,Wed,6424,2.69,0,0,300,1140,1903
2320127002,5/12/2016,Thu,2661,1.11,0,0,128,830,1125
2347167796,4/12/2016,Tue,10113,4.24,28,13,320,964,2344
2347167796,4/13/2016,Wed,10352,4.36,19,32,195,676,2038
2347167796,4/14/2016,Thu,10129,4.16,1,48,206,705,2010
2347167796,4/15/2016,Fri,10465,4.3,1,24,284,720,2133
2347167796,4/16/2016,Sat,22244,9.37,66,72,268,968,2670
2347167796,4/17/2016,Sun,5472,2.25,1,7,249,508,1882
2347167796,4/18/2016,Mon,8247,3.39,11,16,206,678,1944
2347167796,4/19/2016,Tue,6711,2.76,0,7,382,648,2346
2347167796,4/20/2016,Wed,10999,4.52,11,43,269,1011,2198
2347167796,4/21/2016,Thu,10080,4.19,23,26,208,761,2048
2347167796,4/22/2016,Fri,7804,3.21,9,27,206,781,1946
2347167796,4/23/2016,Sat,16901,7.06,32,35,360,591,2629
2347167796,4/24/2016,Sun,9471,3.89,0,0,360,584,2187
2347167796,4/25/2016,Mon,9482,3.96,15,11,277,653,2095
2347167796,4/26/2016,Tue,5980,2.45,0,0,227,732,1861
2347167796,4/27/2016,Wed,11423,4.71,26,9,295,623,2194
2347167796,4/28/2016,Thu,5439,2.24,0,0,229,764,1854
2873212765,4/12/2016,Tue,8796,3.67,2,21,356,1061,1982
2873212765,4/13/2016,Wed,7618,3.18,0,8,404,1028,2004
2873212765,4/14/2016,Thu,7910,3.31,0,0,331,1109,1893
2873212765,4/15/2016,Fri,8482,3.54,0,0,448,992,2063
2873212765,4/16/2016,Sat,9685,4.13,47,1,305,1087,2148
2873212765,4/17/2016,Sun,2524,1.06,0,8,160,1272,1529
2873212765,4/18/2016,Mon,7762,3.26,1,6,311,1122,1890
2873212765,4/19/2016,Tue,7948,3.34,0,0,389,1051,1956
2873212765,4/20/2016,Wed,9202,3.91,22,5,378,1035,2094
2873212765,4/21/2016,Thu,8859,3.72,2,10,371,1057,1970
2873212765,4/22/2016,Fri,7286,3.04,46,0,366,1028,2241
2873212765,4/23/2016,Sat,9317,3.95,28,5,330,1077,2021
2873212765,4/24/2016,Sun,6873,2.91,46,1,190,1203,1898
2873212765,4/25/2016,Mon,7373,3.08,0,0,359,1081,1907
2873212765,4/26/2016,Tue,8242,3.44,2,5,309,1124,1882
2873212765,4/27/2016,Wed,3516,1.47,46,0,197,1197,1966
2873212765,4/28/2016,Thu,7913,3.36,28,7,213,1192,1835
2873212765,4/29/2016,Fri,7365,3.08,20,23,206,1191,1780
2873212765,4/30/2016,Sat,8452,3.53,5,20,248,1167,1830
2873212765,5/1/2016,Sun,7399,3.09,7,18,196,1219,1739
2873212765,5/2/2016,Mon,7525,3.14,0,7,334,1099,1878
2873212765,5/3/2016,Tue,7412,3.09,1,6,363,1070,1906
2873212765,5/4/2016,Wed,8278,3.45,0,0,420,1020,2015
2873212765,5/5/2016,Thu,8314,3.49,13,23,311,1093,1971
2873212765,5/6/2016,Fri,7063,2.95,0,5,370,1065,1910
2873212765,5/7/2016,Sat,4940,2.1,75,11,52,1302,1897
2873212765,5/8/2016,Sun,8168,3.44,46,0,326,1068,2096
2873212765,5/9/2016,Mon,7726,3.22,0,0,345,1095,1906
2873212765,5/10/2016,Tue,8275,3.45,0,0,373,1067,1962
2873212765,5/11/2016,Wed,6440,2.69,0,0,319,1121,1826
2873212765,5/12/2016,Thu,7566,3.18,0,0,268,720,1431
3372868164,4/12/2016,Tue,4747,2.01,0,0,280,1160,1788
3372868164,4/13/2016,Wed,9715,4.12,16,8,371,1045,2093
3372868164,4/14/2016,Thu,8844,3.75,6,25,370,1039,2065
3372868164,4/15/2016,Fri,7451,3.16,0,0,335,1105,1908
3372868164,4/16/2016,Sat,6905,2.94,0,0,356,1084,1908
3372868164,4/17/2016,Sun,8199,3.65,11,2,322,1105,1964
3372868164,4/18/2016,Mon,6798,2.88,20,7,343,1070,2014
3372868164,4/19/2016,Tue,7711,3.27,0,0,376,1064,1985
3372868164,4/20/2016,Wed,4880,2.07,15,3,274,1148,1867
3372868164,4/21/2016,Thu,8857,3.77,18,9,376,1037,2124
3372868164,4/22/2016,Fri,3843,1.63,0,0,206,1234,1669
3372868164,4/23/2016,Sat,7396,3.15,20,2,303,1115,1995
3372868164,4/24/2016,Sun,6731,2.85,14,7,292,1127,1921
3372868164,4/25/2016,Mon,5995,2.54,0,0,416,1024,2010
3372868164,4/26/2016,Tue,8283,3.6,22,2,333,1083,2057
3372868164,4/27/2016,Wed,7904,3.37,24,13,346,1057,2095
3372868164,4/28/2016,Thu,5512,2.34,0,0,385,1055,1972
3372868164,4/29/2016,Fri,9135,3.87,0,0,402,1038,2044
3372868164,4/30/2016,Sat,5250,2.22,17,4,300,1119,1946
3372868164,5/1/2016,Sun,3077,1.3,0,0,172,842,1237
3977333714,4/12/2016,Tue,8856,3.72,44,19,131,777,1450
3977333714,4/13/2016,Wed,10035,4.17,31,46,153,754,1495
3977333714,4/14/2016,Thu,7641,3.18,5,23,214,801,1433
3977333714,4/15/2016,Fri,9010,3.77,15,42,183,644,1468
3977333714,4/16/2016,Sat,13459,5.59,31,83,153,663,1625
3977333714,4/17/2016,Sun,10415,4.33,11,58,205,600,1529
3977333714,4/18/2016,Mon,11663,4.85,4,95,214,605,1584
3977333714,4/19/2016,Tue,12414,5.46,19,67,221,738,1638
3977333714,4/20/2016,Wed,11658,4.87,2,98,164,845,1554
3977333714,4/21/2016,Thu,6093,2.54,0,0,242,712,1397
3977333714,4/22/2016,Fri,8911,3.7,33,12,188,731,1481
3977333714,4/23/2016,Sat,12058,5.01,0,92,252,724,1638
3977333714,4/24/2016,Sun,14112,6.21,30,95,129,660,1655
3977333714,4/25/2016,Mon,11177,5.27,50,9,133,781,1570
3977333714,4/26/2016,Tue,11388,4.73,7,95,170,797,1551
3977333714,4/27/2016,Wed,7193,3.13,0,10,176,714,1377
3977333714,4/28/2016,Thu,7114,3.03,15,8,190,804,1407
3977333714,4/29/2016,Fri,10645,4.82,36,32,150,744,1545
3977333714,4/30/2016,Sat,13238,5.72,43,52,194,687,1650
3977333714,5/1/2016,Sun,10414,4.39,41,40,124,691,1501
3977333714,5/2/2016,Mon,16520,6.87,24,143,176,713,1760
3977333714,5/3/2016,Tue,14335,5.96,47,41,258,594,1710
3977333714,5/4/2016,Wed,13559,5.87,14,96,142,852,1628
3977333714,5/5/2016,Thu,12312,5.33,14,88,178,680,1618
3977333714,5/6/2016,Fri,11677,5.14,29,55,168,676,1590
3977333714,5/7/2016,Sat,11550,4.8,0,86,208,703,1574
3977333714,5/8/2016,Sun,13585,5.65,9,116,171,688,1633
3977333714,5/9/2016,Mon,14687,6.26,8,122,151,1159,1667
3977333714,5/10/2016,Tue,13072,5.46,1,115,196,676,1630
3977333714,5/11/2016,Wed,746,0.31,4,0,9,13,52
4020332650,4/12/2016,Tue,8539,3.8,4,15,331,712,3654
4020332650,4/15/2016,Fri,1882,0.84,36,18,87,1299,2951
4020332650,4/16/2016,Sat,1982,0.88,65,21,55,1222,3051
4020332650,5/3/2016,Tue,4496,2.0,0,0,174,950,2828
4020332650,5/4/2016,Wed,10252,4.57,13,46,346,531,3879
4020332650,5/5/2016,Thu,11728,5.24,38,42,196,916,3429
4020332650,5/6/2016,Fri,4369,1.94,0,0,177,855,2704
4020332650,5/7/2016,Sat,6132,2.73,0,0,184,1256,2975
4020332650,5/8/2016,Sun,5862,2.61,0,0,263,775,3089
4020332650,5/9/2016,Mon,4556,2.03,3,5,173,1225,2785
4020332650,5/10/2016,Tue,5546,2.47,0,0,206,774,2926
4020332650,5/11/2016,Wed,3689,1.65,2,8,134,1296,2645
4020332650,5/12/2016,Thu,590,0.26,0,0,21,721,1120
4057192912,4/12/2016,Tue,5394,2.5,0,0,164,1276,2286
4057192912,4/13/2016,Wed,5974,2.78,0,0,160,1280,2306
4057192912,4/15/2016,Fri,3984,1.83,3,6,88,873,1527
4319703577,4/12/2016,Tue,7753,3.23,0,0,0,1440,2115
4319703577,4/13/2016,Wed,8204,3.42,8,15,96,1234,2135
4319703577,4/14/2016,Thu,10210,4.28,1,9,339,589,2302
4319703577,4/15/2016,Fri,5664,2.36,0,0,228,752,1985
4319703577,4/16/2016,Sat,4744,1.98,0,0,194,724,1884
4319703577,4/18/2016,Mon,2276,0.96,1,9,58,824,1632
4319703577,4/19/2016,Tue,8925,3.72,0,0,311,604,2200
4319703577,4/20/2016,Wed,8954,3.73,0,18,306,671,2220
4319703577,4/21/2016,Thu,3702,1.54,0,0,34,1265,1792
4319703577,4/22/2016,Fri,4500,1.88,1,19,176,709,1886
4319703577,4/23/2016,Sat,4935,2.06,0,0,233,546,1945
4319703577,4/24/2016,Sun,4081,1.7,1,5,191,692,1880
4319703577,4/25/2016,Mon,9259,3.86,0,8,390,544,2314
4319703577,4/26/2016,Tue,9899,4.13,8,21,288,649,2236
4319703577,4/27/2016,Wed,10780,4.49,6,47,300,680,2324
4319703577,4/28/2016,Thu,10817,4.52,13,8,359,552,2367
4319703577,4/29/2016,Fri,7990,3.33,6,18,289,624,2175
4319703577,4/30/2016,Sat,8221,3.43,6,38,196,695,2092
4319703577,5/1/2016,Sun,1251,0.52,0,0,67,836,1593
4319703577,5/2/2016,Mon,9261,3.88,0,11,344,585,2270
4319703577,5/3/2016,Tue,9648,4.02,8,26,287,669,2235
4319703577,5/4/2016,Wed,10429,4.36,8,13,313,1106,2282
4319703577,5/5/2016,Thu,13658,5.9,27,34,328,957,2530
4319703577,5/6/2016,Fri,9524,3.99,6,11,314,692,2266
4319703577,5/7/2016,Sat,7937,3.31,3,28,279,586,2158
4319703577,5/8/2016,Sun,3672,1.53,0,0,153,603,1792
4319703577,5/9/2016,Mon,10378,4.32,2,14,374,490,2345
4319703577,5/10/2016,Tue,9487,3.96,3,12,329,555,2260
4319703577,5/11/2016,Wed,9129,3.81,3,18,311,574,2232
4388161847,4/12/2016,Tue,10122,4.83,0,0,0,1440,2955
4388161847,4/13/2016,Wed,10993,5.25,1,14,150,1275,3092
4388161847,4/14/2016,Thu,8863,4.24,10,35,219,945,2998
4388161847,4/15/2016,Fri,8758,4.18,0,0,299,837,3066
4388161847,4/16/2016,Sat,6580,3.14,6,9,253,609,3073
4388161847,4/17/2016,Sun,4660,2.22,0,0,201,721,2572
4388161847,4/18/2016,Mon,11009,5.65,27,8,239,1017,3274
4388161847,4/19/2016,Tue,10181,4.87,20,16,249,704,3015
4388161847,4/20/2016,Wed,10553,5.05,19,42,228,696,3083
4388161847,4/21/2016,Thu,10055,4.8,7,12,272,853,3069
4388161847,4/22/2016,Fri,12139,5.8,77,25,220,945,3544
4388161847,4/23/2016,Sat,13236,6.33,58,5,215,749,3306
4388161847,4/24/2016,Sun,10243,4.9,14,8,239,584,2885
4388161847,4/25/2016,Mon,12961,6.2,11,31,301,1054,3288
4388161847,4/26/2016,Tue,9461,4.52,14,23,224,673,2929
4388161847,4/27/2016,Wed,11193,5.35,11,48,241,684,3074
4388161847,4/28/2016,Thu,10074,4.82,19,9,234,878,2969
4388161847,4/29/2016,Fri,9232,4.41,13,16,236,1175,2979
4388161847,4/30/2016,Sat,12533,5.99,14,43,300,537,3283
4388161847,5/1/2016,Sun,10255,4.9,12,15,241,579,2926
4388161847,5/2/2016,Mon,10096,5.22,33,4,204,935,3147
4388161847,5/3/2016,Tue,12727,6.08,18,18,306,984,3290
4388161847,5/4/2016,Wed,12375,5.92,35,21,251,632,3162
4388161847,5/5/2016,Thu,9603,4.59,12,39,199,896,2899
4388161847,5/6/2016,Fri,13175,6.29,33,45,262,1100,3425
4388161847,5/7/2016,Sat,22770,10.9,120,56,260,508,4022
4388161847,5/8/2016,Sun,17298,8.94,107,38,178,576,3934
4388161847,5/9/2016,Mon,10218,4.88,6,19,258,1020,3013
4388161847,5/10/2016,Tue,10299,4.92,13,14,267,648,3061
4388161847,5/11/2016,Wed,10201,4.87,8,18,256,858,2954
4388161847,5/12/2016,Thu,3369,1.61,0,0,108,825,1623
4445114986,4/12/2016,Tue,3276,1.37,0,0,196,787,2113
4445114986,4/13/2016,Wed,2961,1.24,0,0,194,840,2095
4445114986,4/14/2016,Thu,3974,1.66,0,0,231,717,2194
4445114986,4/15/2016,Fri,7198,3.0,0,0,350,711,2496
4445114986,4/16/2016,Sat,3945,1.65,0,0,225,716,2180
4445114986,4/17/2016,Sun,2268,0.94,0,0,114,1219,1933
4445114986,4/18/2016,Mon,6155,2.63,25,6,162,1247,2248
4445114986,4/19/2016,Tue,2064,0.86,0,0,121,895,1954
4445114986,4/20/2016,Wed,2072,0.86,0,0,137,841,1974
4445114986,4/21/2016,Thu,3809,1.59,0,0,215,756,2150
4445114986,4/22/2016,Fri,6831,2.85,0,0,317,706,2432
4445114986,4/23/2016,Sat,4363,1.82,0,0,201,1239,2149
4445114986,4/24/2016,Sun,5002,2.09,0,0,244,1196,2247
